,Unnamed: 0.1,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,n_cut,n_color,n_clarity,price_predicted
2759,2759,2759,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,0,5,2,643.95
2760,2760,2760,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,3,0,1,3327.85
2761,2761,2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,1,5,3,1670.49
2762,2762,2762,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,3,3,2,5295.55
2763,2763,2763,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,4,2,7,4103.11
2764,2764,2764,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,3,0,6,6085.71
2765,2765,2765,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,4,3,3,3148.18
2766,2766,2766,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,4,3,6,793.03
2767,2767,2767,0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,2,3,7,3285.47
2768,2768,2768,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1,6,3,1695.31
2769,2769,2769,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,2,1,4,5400.27
2770,2770,2770,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,2,2,4,881.87
2771,2771,2771,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,0,1,1,7065.46
2772,2772,2772,0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,2,5,1,2604.74
2773,2773,2773,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,2,5,2,794.28
2774,2774,2774,0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,3,3,1,3225.49
2775,2775,2775,1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,3,5,2,5084.84
2776,2776,2776,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,0,4,2,2798.29
2777,2777,2777,0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,4,3,4,963.6
2778,2778,2778,0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,2,4,6,1436.58
2779,2779,2779,0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,4,6,1,1349.75
2780,2780,2780,0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,2,5,5,568.7
2781,2781,2781,0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,4,3,7,1180.28
2782,2782,2782,0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,0,1,0,1039.11
2783,2783,2783,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,3,3,1,5013.11
2784,2784,2784,2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,2,2,1,14984.44
2785,2785,2785,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,2,1,3,1274.5
2786,2786,2786,0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,4,6,3,1891.35
2787,2787,2787,1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,2,1,4,10334.84
2788,2788,2788,0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,4,5,4,881.53
2789,2789,2789,1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,4,3,5,8653.16
2790,2790,2790,0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,4,3,4,3444.31
2791,2791,2791,1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,3,6,2,5550.17
2792,2792,2792,0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,4,5,3,668.16
2793,2793,2793,1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,2,1,4,5789.68
2794,2794,2794,1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,3,3,4,8689.35
2795,2795,2795,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,4,5,5,1303.75
2796,2796,2796,0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,1,3,4,662.58
2797,2797,2797,1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,3,6,5,10570.27
2798,2798,2798,0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,0,0,0,1782.0
2799,2799,2799,1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,3,2,3,5455.87
2800,2800,2800,0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,3,4,1,3738.35
2801,2801,2801,1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,2,3,5,7801.43
2802,2802,2802,0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,3,3,6,822.49
2803,2803,2803,0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,2,6,5,3000.11
2804,2804,2804,0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,4,4,1,2117.59
2805,2805,2805,1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,3,3,1,3889.6183333333333
2806,2806,2806,1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,4,3,2,5059.734238095238
2807,2807,2807,0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,4,3,6,3615.88
2808,2808,2808,0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,4,2,6,719.29
2809,2809,2809,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,1,1,4,805.75
2810,2810,2810,0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1,5,3,1518.37
2811,2811,2811,0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,2,5,5,592.04
2812,2812,2812,0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,2,3,3,587.87
2813,2813,2813,0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,4,6,5,1265.56
2814,2814,2814,0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,2,5,2,1360.753333333333
2815,2815,2815,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2,4,2,2351.57
2816,2816,2816,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,4,5,3,898.29
2817,2817,2817,0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,3,5,1,1029.67
2818,2818,2818,0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,4,6,2,3212.43
2819,2819,2819,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,2,4,3,1518.16
2820,2820,2820,0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,4,3,4,462.96
2821,2821,2821,1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,1,4,0,2285.75
2822,2822,2822,0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,4,4,7,649.0
2823,2823,2823,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,4,3,6,805.33
2824,2824,2824,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,3,3,4,3148.09
2825,2825,2825,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,4,2,3,5807.73
2826,2826,2826,0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,3,6,1,3285.53
2827,2827,2827,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,3,0,4,16959.056666666667
2828,2828,2828,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,4,1,4,5691.83
2829,2829,2829,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,1,5,6,1091.97
2830,2830,2830,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,1,4,6,821.45
2831,2831,2831,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,4,3,4,1668.69
2832,2832,2832,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,3,0,2,1966.44
2833,2833,2833,0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,3,6,1,578.78
2834,2834,2834,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,3,1,4,6952.21
2835,2835,2835,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,2,2,1,4349.48
2836,2836,2836,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,3,3,6,1220.59
2837,2837,2837,0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,4,2,6,787.07
2838,2838,2838,0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,4,5,4,2016.76
2839,2839,2839,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,3,3,6,961.65
2840,2840,2840,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,2,6,4,1886.62
2841,2841,2841,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,0,0,0,12603.51
2842,2842,2842,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,4,6,3,2050.29
2843,2843,2843,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,4,5,6,913.88
2844,2844,2844,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,4,5,4,876.67
2845,2845,2845,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,4,3,3,1647.36
2846,2846,2846,1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,2,6,1,9962.42
2847,2847,2847,0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,4,6,2,561.77
2848,2848,2848,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,2,0,4,8315.31
2849,2849,2849,0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,2,3,5,735.63
2850,2850,2850,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,1,2,3,491.392
2851,2851,2851,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,3,3,2,2257.13
2852,2852,2852,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,3,4,1,4194.7
2853,2853,2853,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,4,4,6,820.8380000000001
2854,2854,2854,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,4,2,4,8796.89
2855,2855,2855,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,4,1,3,2276.72
2856,2856,2856,0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,4,6,2,974.26
2857,2857,2857,1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,3,4,4,7167.89
2858,2858,2858,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,4,6,4,9362.22
2859,2859,2859,0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,3,3,4,1702.03
2860,2860,2860,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,4,3,3,6502.11
2861,2861,2861,0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,4,6,5,1011.96
2862,2862,2862,1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,2,4,1,8607.37
2863,2863,2863,0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,4,2,1,726.74
2864,2864,2864,0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,2,4,4,2959.87
2865,2865,2865,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1,6,2,1388.61
2866,2866,2866,1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,2,6,3,6769.69
2867,2867,2867,1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,1,2,3,11543.43
2868,2868,2868,0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,4,4,6,1225.68
2869,2869,2869,0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,2,3,4,637.75
2870,2870,2870,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,2,5,2,1329.82
2871,2871,2871,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,0,4,1,4039.47
2872,2872,2872,1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,2,3,1,4360.416666666667
2873,2873,2873,1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,3,5,5,14240.97
2874,2874,2874,0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,4,5,2,1437.82
2875,2875,2875,1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,3,2,1,5365.4
2876,2876,2876,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,4,4,4,3210.23
2877,2877,2877,0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,2,4,6,2084.17
2878,2878,2878,0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,3,2,2,716.5766666666667
2879,2879,2879,0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,3,6,2,2437.96
2880,2880,2880,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,3,5,1,3441.22
2881,2881,2881,0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,3,3,6,888.79
2882,2882,2882,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,2,3,1,12910.46
2883,2883,2883,0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,1,4,1,3352.32
2884,2884,2884,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,4,5,1,5324.96
2885,2885,2885,0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,4,5,4,852.69
2886,2886,2886,0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,4,4,5,929.52
2887,2887,2887,0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,4,4,2,472.96
2888,2888,2888,0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,3,4,3,728.22
2889,2889,2889,0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,3,0,1,2082.12
2890,2890,2890,1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,4,2,2,8526.3
2891,2891,2891,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2,4,3,2068.44
2892,2892,2892,0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,3,2,2,2161.1
2893,2893,2893,0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,1,3,4,645.37
2894,2894,2894,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,4,3,3,6392.11
2895,2895,2895,0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,3,2,4,1049.75
2896,2896,2896,1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,4,3,3,7224.91
2897,2897,2897,0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,3,3,2,1304.79
2898,2898,2898,1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,1,2,2,4465.02
2899,2899,2899,0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,2,5,2,1615.2920000000001
2900,2900,2900,0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,3,3,2,582.53
2901,2901,2901,0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,4,6,5,1059.98
2902,2902,2902,0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,1,3,2,3730.5
2903,2903,2903,1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,4,3,2,5146.23
2904,2904,2904,1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,4,0,2,3892.64
2905,2905,2905,0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,3,3,1,2257.4
2906,2906,2906,0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,4,3,4,683.2
2907,2907,2907,0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,4,2,5,679.91
2908,2908,2908,1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,4,2,2,4979.863333333333
2909,2909,2909,0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,1,0,2,1042.06
2910,2910,2910,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,4,0,3,4479.81
2911,2911,2911,1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,2,5,5,9024.35
2912,2912,2912,0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,3,5,1,1325.53
2913,2913,2913,0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,2,2,1,2047.69
2914,2914,2914,0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,3,1,2,416.72
2915,2915,2915,0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,3,5,3,885.85
2916,2916,2916,0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,4,5,2,4125.46
2917,2917,2917,0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,4,1,5,2550.22
2918,2918,2918,1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,4,0,2,4152.41
2919,2919,2919,0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,4,6,1,652.88
2920,2920,2920,0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,2,5,2,714.42
2921,2921,2921,0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,0,5,3,393.19
2922,2922,2922,0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,3,5,3,894.88
2923,2923,2923,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,4,0,1,4726.45
2924,2924,2924,1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,0,1,0,2527.17
2925,2925,2925,0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,2,5,4,2219.61
2926,2926,2926,0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,4,2,5,3572.05
2927,2927,2927,1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,0,3,0,2196.29
2928,2928,2928,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,4,5,3,687.73
2929,2929,2929,0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,3,6,1,1190.46
2930,2930,2930,1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,3,4,2,4975.97
2931,2931,2931,1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,2,4,1,4087.7
2932,2932,2932,0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,4,6,2,727.51
2933,2933,2933,0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,4,5,3,761.22
2934,2934,2934,0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,4,2,3,2759.65
2935,2935,2935,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,4,3,1,4682.8
2936,2936,2936,1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,3,6,6,14752.15
2937,2937,2937,1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,3,2,2,4871.04
2938,2938,2938,0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,4,1,3,434.47
2939,2939,2939,0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1,4,3,1371.8
2940,2940,2940,1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,3,6,2,5579.76
2941,2941,2941,0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,0,6,2,748.3
2942,2942,2942,1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,4,4,2,12302.66
2943,2943,2943,0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,3,5,3,1998.51
2944,2944,2944,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,3,6,5,1312.4
2945,2945,2945,2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,4,4,1,17503.76
2946,2946,2946,0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,1,5,1,781.54
2947,2947,2947,0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,2,3,2,1337.16
2948,2948,2948,0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,2,4,3,413.79
2949,2949,2949,1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,2,4,2,5438.51
2950,2950,2950,1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,4,5,1,6019.93
2951,2951,2951,1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,3,4,6,11652.271666666667
2952,2952,2952,0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,4,3,1,3653.73
2953,2953,2953,1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,3,3,4,8602.97
2954,2954,2954,0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,3,4,4,2874.65
2955,2955,2955,1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,3,1,2,4350.13
2956,2956,2956,0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,2,5,1,1154.34
2957,2957,2957,0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,3,5,2,528.98
2958,2958,2958,1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,3,3,1,4529.91
2959,2959,2959,0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,3,4,3,588.64
2960,2960,2960,0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,3,6,2,953.85
2961,2961,2961,0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,3,1,2,3208.8
2962,2962,2962,0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,4,2,4,551.83
2963,2963,2963,0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,3,4,1,2321.33
2964,2964,2964,0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,2,0,3,768.09
2965,2965,2965,0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,3,5,2,1485.32
2966,2966,2966,0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,4,6,5,3003.04
2967,2967,2967,0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,2,2,1,3355.61
2968,2968,2968,0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,1,1,4,2195.35
2969,2969,2969,0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,2,2,3,547.29
2970,2970,2970,0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,4,4,3,3031.94
2971,2971,2971,1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,2,3,3,5968.32
2972,2972,2972,1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,1,4,1,3878.105
2973,2973,2973,0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,4,1,1,391.81
2974,2974,2974,1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,3,3,4,8389.38
2975,2975,2975,0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,2,5,2,2486.18
2976,2976,2976,0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,4,6,3,1951.23
2977,2977,2977,0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,4,2,2,709.73
2978,2978,2978,0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,0,5,1,3265.75
2979,2979,2979,1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,4,6,1,4859.96
2980,2980,2980,0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,2,3,3,557.15
2981,2981,2981,2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,3,5,2,15920.933333333334
2982,2982,2982,1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,3,4,1,5849.8
2983,2983,2983,0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,3,4,3,2708.79
2984,2984,2984,0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,3,2,3,627.34
2985,2985,2985,1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,0,0,1,6110.9
2986,2986,2986,0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,4,2,7,478.73
2987,2987,2987,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,4,5,3,3341.29
2988,2988,2988,0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,3,4,3,2751.25
2989,2989,2989,0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,2,6,4,5600.8
2990,2990,2990,0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,3,4,5,2144.14
2991,2991,2991,0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,4,3,5,672.38
2992,2992,2992,0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,1,4,2,2140.41
2993,2993,2993,0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,4,6,3,1776.74
2994,2994,2994,1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,4,1,3,10167.79
2995,2995,2995,1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,2,2,1,8187.4
2996,2996,2996,2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,4,1,2,12101.72625
2997,2997,2997,1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,2,3,6,7769.87
2998,2998,2998,0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,0,3,2,4180.27
2999,2999,2999,0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,2,5,6,559.13
3000,3000,3000,0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,4,2,4,1071.36
3001,3001,3001,1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,2,3,6,8763.45
3002,3002,3002,0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,2,6,4,1043.59
3003,3003,3003,1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,3,4,3,6195.88
3004,3004,3004,0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,2,2,5,2011.22
3005,3005,3005,0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,4,0,4,644.5
3006,3006,3006,0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,4,6,4,993.84
3007,3007,3007,0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,4,5,1,682.58
3008,3008,3008,0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,4,3,5,968.51
3009,3009,3009,0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,4,2,2,468.66
3010,3010,3010,0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,4,5,4,727.39
3011,3011,3011,0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,2,5,3,1258.3
3012,3012,3012,0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,4,3,7,1295.57
3013,3013,3013,0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,4,5,3,659.96
